10865,LOW,< 2 years,MORTGAGE,LOW,other,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
10867,LOW,6 - 9 years,RENT,MEDIUM,moving,AVERAGE,HIGH,NO,NEVER,MANY,NO,LOW,NO
10868,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
10871,LOW,6 - 9 years,OWN,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
10873,MEDIUM,< 2 years,RENT,LOW,moving,LOW,LOW,NO,NEVER,FEW,NO,HIGH,NO
10875,LOW,6 - 9 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
10878,HIGH,6 - 9 years,MORTGAGE,MEDIUM,small_business,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
10882,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
10884,MEDIUM,6 - 9 years,OWN,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
10897,LOW,10+ years,MORTGAGE,MEDIUM,wedding,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,YES,MEDIUM,YES
10898,LOW,6 - 9 years,MORTGAGE,MEDIUM,home_improvement,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
10904,MEDIUM,unemployed,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
10909,LOW,< 2 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,LOW,NO
10912,HIGH,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
10913,LOW,6 - 9 years,RENT,MEDIUM,other,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
10916,LOW,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
10920,LOW,< 2 years,RENT,LOW,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,LOW,NO
10922,MEDIUM,10+ years,MORTGAGE,LOW,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
10923,HIGH,10+ years,RENT,HIGH,credit_card,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
10931,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
10935,LOW,2 - 5 years,MORTGAGE,LOW,debt_consolidation,HIGH,LOW,YES,NEVER,MANY,NO,HIGH,NO
10937,MEDIUM,< 2 years,RENT,MEDIUM,medical,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
10938,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
10939,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
10941,HIGH,6 - 9 years,MORTGAGE,MEDIUM,home_improvement,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
10942,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,FEW,NO,HIGH,NO
10949,HIGH,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,HIGH,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
10954,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
10956,MEDIUM,2 - 5 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
10958,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,HIGH,NO
10960,HIGH,10+ years,MORTGAGE,HIGH,home_improvement,HIGH,LOW,YES,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
10963,LOW,unemployed,OWN,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
10966,HIGH,2 - 5 years,MORTGAGE,HIGH,major_purchase,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
10970,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
10972,HIGH,< 2 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
10976,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
10977,HIGH,10+ years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
10978,MEDIUM,2 - 5 years,RENT,MEDIUM,other,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
10981,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
10988,MEDIUM,< 2 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
10993,LOW,< 2 years,RENT,LOW,small_business,LOW,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
10998,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
10999,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
11001,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
11002,MEDIUM,6 - 9 years,RENT,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
11005,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11009,MEDIUM,2 - 5 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
11010,MEDIUM,< 2 years,OWN,LOW,debt_consolidation,AVERAGE,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
11012,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
11015,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
11019,LOW,2 - 5 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,LOW,NO
11020,LOW,2 - 5 years,RENT,MEDIUM,moving,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
11027,MEDIUM,< 2 years,RENT,LOW,small_business,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11036,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11039,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
11041,MEDIUM,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
11045,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
11046,LOW,< 2 years,MORTGAGE,HIGH,credit_card,AVERAGE,HIGH,NO,NEVER,MANY,NO,LOW,NO
11048,MEDIUM,2 - 5 years,RENT,MEDIUM,small_business,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
11051,MEDIUM,10+ years,MORTGAGE,HIGH,home_improvement,AVERAGE,HIGH,NO MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
11052,LOW,2 - 5 years,RENT,HIGH,major_purchase,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
11053,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,LOW,LOW,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
11054,MEDIUM,< 2 years,OWN,LOW,debt_consolidation,LOW,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
11061,MEDIUM,10+ years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
11062,HIGH,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
11067,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11075,MEDIUM,2 - 5 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
11079,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
11080,HIGH,2 - 5 years,RENT,HIGH,small_business,LOW,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11082,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
11083,LOW,2 - 5 years,RENT,LOW,small_business,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11085,HIGH,unemployed,OWN,LOW,home_improvement,HIGH,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
11088,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
11089,LOW,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
11091,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
11092,HIGH,6 - 9 years,OWN,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
11096,LOW,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11100,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
11101,MEDIUM,10+ years,RENT,HIGH,other,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
11102,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
11103,HIGH,unemployed,MORTGAGE,MEDIUM,credit_card,AVERAGE,HIGH,YES,IN PAST 2 YEARS,MANY,NO,LOW,NO
11110,LOW,< 2 years,MORTGAGE,MEDIUM,car,AVERAGE,HIGH,NO,NEVER,MANY,NO,LOW,NO
11111,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,NEVER,MANY,NO,MEDIUM,NO
11112,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
11114,LOW,unemployed,OWN,LOW,moving,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
11116,MEDIUM,2 - 5 years,MORTGAGE,LOW,small_business,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
11122,HIGH,2 - 5 years,MORTGAGE,HIGH,medical,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
11124,HIGH,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
11127,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,HIGH,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
11128,HIGH,10+ years,MORTGAGE,HIGH,house,LOW,HIGH,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
11133,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
11138,MEDIUM,10+ years,OWN,HIGH,home_improvement,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
11140,LOW,10+ years,RENT,HIGH,other,AVERAGE,LOW,NO,NEVER,MANY,NO,LOW,NO
11144,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
11147,LOW,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
11151,LOW,2 - 5 years,MORTGAGE,LOW,debt_consolidation,HIGH,LOW,NO MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
11153,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
11157,HIGH,10+ years,MORTGAGE,HIGH,other,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
11160,LOW,10+ years,MORTGAGE,HIGH,other,AVERAGE,LOW,YES,NEVER,MANY,NO,HIGH,NO
11162,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
11164,HIGH,unemployed,MORTGAGE,MEDIUM,debt_consolidation,HIGH,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
11165,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,LOW,NO
11166,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11174,LOW,6 - 9 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
11175,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
11176,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,LOW,LOW,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
11177,MEDIUM,2 - 5 years,RENT,LOW,credit_card,AVERAGE,LOW,NO,IN PAST 2 YEARS,FEW,NO,HIGH,NO
11182,LOW,10+ years,RENT,MEDIUM,other,AVERAGE,LOW,YES,IN PAST 2 YEARS,FEW,NO,LOW,NO
11187,LOW,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
11194,MEDIUM,10+ years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
11197,HIGH,2 - 5 years,OWN,MEDIUM,other,AVERAGE,LOW,NO,IN PAST 2 YEARS,MANY,NO,LOW,NO
11204,MEDIUM,2 - 5 years,MORTGAGE,HIGH,other,AVERAGE,LOW,NO MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
11205,HIGH,6 - 9 years,MORTGAGE,MEDIUM,small_business,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
11208,HIGH,6 - 9 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
11213,MEDIUM,< 2 years,MORTGAGE,MEDIUM,small_business,HIGH,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,LOW,NO
11215,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
11216,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
11219,LOW,2 - 5 years,RENT,LOW,other,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
11220,LOW,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
11222,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11227,MEDIUM,10+ years,RENT,MEDIUM,moving,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
11231,MEDIUM,2 - 5 years,RENT,LOW,other,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11234,LOW,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
11236,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,NEVER,MANY,NO,MEDIUM,NO
11253,HIGH,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,LOW,NO
11254,HIGH,unemployed,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,FEW,NO,LOW,NO
11260,MEDIUM,6 - 9 years,RENT,MEDIUM,car,AVERAGE,HIGH,NO,NEVER,FEW,NO,LOW,NO
11266,HIGH,6 - 9 years,RENT,MEDIUM,small_business,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11268,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11271,HIGH,< 2 years,MORTGAGE,HIGH,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
11275,HIGH,6 - 9 years,MORTGAGE,MEDIUM,small_business,HIGH,HIGH,YES,NEVER,FEW,NO,LOW,NO
11278,MEDIUM,2 - 5 years,RENT,MEDIUM,house,LOW,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
11281,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
11285,LOW,unemployed,OWN,LOW,small_business,HIGH,AVERAGE,NO,NEVER,AVERAGE,YES,MEDIUM,YES
11286,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
11287,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
11289,LOW,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,HIGH,NO,NEVER,MANY,NO,MEDIUM,NO
11291,MEDIUM,6 - 9 years,OWN,MEDIUM,home_improvement,HIGH,HIGH,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
11295,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
11296,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
11301,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
11306,LOW,6 - 9 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
11317,LOW,< 2 years,RENT,LOW,car,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11319,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
11324,MEDIUM,2 - 5 years,MORTGAGE,HIGH,vacation,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
11334,HIGH,6 - 9 years,MORTGAGE,HIGH,renewable_energy,LOW,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11338,MEDIUM,< 2 years,RENT,MEDIUM,medical,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
11340,HIGH,2 - 5 years,MORTGAGE,MEDIUM,credit_card,HIGH,HIGH,NO,NEVER,MANY,NO,MEDIUM,NO
11347,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
11348,MEDIUM,10+ years,MORTGAGE,HIGH,small_business,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
11351,HIGH,2 - 5 years,RENT,HIGH,moving,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
11353,HIGH,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11355,MEDIUM,2 - 5 years,RENT,LOW,moving,HIGH,LOW,NO,NEVER,MANY,NO,HIGH,NO
11357,MEDIUM,< 2 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,YES,LOW,YES
11358,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
11359,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
11364,MEDIUM,unemployed,MORTGAGE,MEDIUM,other,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
11370,MEDIUM,2 - 5 years,OWN,LOW,other,HIGH,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
11372,LOW,6 - 9 years,MORTGAGE,LOW,moving,LOW,LOW,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
11377,LOW,10+ years,RENT,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
11380,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11388,LOW,< 2 years,OWN,LOW,other,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
11392,HIGH,10+ years,MORTGAGE,MEDIUM,car,LOW,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
11394,MEDIUM,10+ years,MORTGAGE,MEDIUM,other,AVERAGE,HIGH,NO,NEVER,MANY,NO,LOW,NO
11399,LOW,2 - 5 years,MORTGAGE,LOW,credit_card,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
11401,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
11402,MEDIUM,unemployed,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
11403,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
11409,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
11410,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
11411,MEDIUM,6 - 9 years,RENT,MEDIUM,wedding,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11414,LOW,10+ years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11418,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,YES,HIGH,YES
11432,LOW,< 2 years,RENT,MEDIUM,other,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,HIGH,NO
11444,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11448,LOW,unemployed,OWN,HIGH,wedding,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
11451,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11452,MEDIUM,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
11463,LOW,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,HIGH,AVERAGE,YES,IN PAST 2 YEARS,MANY,YES,MEDIUM,YES
11466,HIGH,2 - 5 years,MORTGAGE,MEDIUM,other,HIGH,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
11467,LOW,2 - 5 years,RENT,LOW,other,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
11472,MEDIUM,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
11476,LOW,10+ years,RENT,MEDIUM,medical,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
11477,LOW,2 - 5 years,RENT,LOW,car,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
11483,MEDIUM,10+ years,MORTGAGE,HIGH,major_purchase,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,LOW,NO
11484,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
11486,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
11489,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
11491,HIGH,< 2 years,OWN,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
11492,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,home_improvement,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
